OTU_ID	May_D_A	July_C_C	May_D_D	May_E_C	July_E_C	May_D_C	July_D_A	July_D_D	July_C_A	July_E_B	May_E_B	May_C_C	July_C_B	July_E_A	May_E_A	May_C_A	July_D_C	May_C_B	July_A_C	May_A_C	July_A_A	July_B_D	May_A_B	May_B_G	July_A_B	May_A_A	July_B_F	May_B_F	May_B_D	July_B_G
denovo2094	0	0	0	0	1	4	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0
denovo1604	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	1	1	5
denovo828	0	1	0	1	0	0	0	1	0	1	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	1
denovo2066	3	2	1	1	0	1	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
denovo1027	0	0	0	0	0	0	0	0	2	0	1	0	1	1	0	0	0	1	2	1	0	0	2	0	0	0	0	0	0	0
denovo1949	2	0	1	1	0	0	1	0	0	0	1	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo1480	0	0	0	0	0	0	0	1	0	2	0	0	0	0	2	0	0	0	0	0	0	1	0	2	0	0	1	0	1	1
denovo1775	1	0	0	0	0	0	0	0	0	2	0	3	1	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0
denovo1505	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	2	2
denovo1430	2	0	1	3	0	0	0	0	2	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
denovo486	0	8	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo1603	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	5	0	0	1	0	1	1
denovo1114	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6	1	0	0	0	3	0	0	0	0	0
denovo1940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	3	0	0	3	0	0	0	0
denovo838	0	1	0	0	0	1	0	0	0	0	0	4	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1
denovo1169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	5	0	0	1	0	0	0	0
denovo1609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	2	0	2	0	0	0	0	0	0	0
denovo2149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	5	1
denovo1111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	2	0	0	0	0	0	0	0	0	0
denovo1219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	3	0	0	0	0	2	0	0	4	0
denovo2179	1	0	1	0	0	0	2	0	0	0	2	0	1	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0
denovo611	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	6	0	0	0	0	0
denovo1696	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	1	1	1
denovo1890	2	1	0	0	2	0	0	0	2	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
denovo1414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	1	0	0	3	0	0	1	2
denovo921	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	3	1	0	1	0	0	0	1	0	1	0
denovo2068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2	2	0	0	0	0	2	0	0	0	0
denovo710	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	1	0	3	0	2	0
denovo1826	0	0	0	0	4	0	0	0	0	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
denovo1099	0	0	0	1	0	0	0	0	0	0	0	1	6	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0
denovo1063	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	4	0	0	0	0	0	0	0	0	0
denovo630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	1	0	3	0	0	0	0	1
denovo1678	1	1	0	0	0	0	1	0	0	1	0	2	0	0	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0
denovo1647	2	1	0	0	0	0	0	0	0	1	0	1	0	1	1	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0
denovo1368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	8	0	0	0	0	1	0	0	0	0
denovo1103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	2	1	0	0	0	0
denovo1883	4	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	2	1	0	0	0
denovo1036	1	0	1	0	0	0	3	0	0	0	0	1	1	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0
denovo834	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	0	0	2	3	0	0	0	0	0
denovo1898	4	0	2	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
denovo1960	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	1	0
denovo2111	0	0	0	3	4	0	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	2	0	0	0	0	1	1	0	0	0
denovo2177	0	4	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0
denovo1162	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0	0	0	1	0	1	0	0	0
denovo1439	0	1	0	1	0	0	0	0	0	1	0	2	1	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0
denovo1013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	2	0	2	1	0	0	0	0
denovo1357	2	0	0	0	0	1	0	0	0	0	1	1	0	2	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
denovo1022	1	1	0	0	1	1	2	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0
denovo1301	4	0	2	0	3	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo1359	0	0	2	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4
denovo1904	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	3	0	3
denovo767	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	6	0	0	0	0	0	0	0	0	1	0	0	0	0	0
denovo734	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	1	1	0	0	0	0	0	0	5	0	0	0
denovo602	5	1	0	0	1	0	2	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
denovo1072	0	0	0	0	2	0	2	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
denovo889	0	0	1	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	1
denovo1020	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1	2	0	0	1	1	0
denovo1817	2	1	0	1	0	1	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0
denovo1280	2	0	0	0	2	3	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo1492	0	0	2	0	2	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0
denovo1089	1	0	3	2	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo1703	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	1	1	0	2	0	0	0	0	0	0	0
denovo1270	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	3	3	0	1	0	0	0	0	0	0	0	0	0
denovo479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	3	0	0	0	4	0	0	0	0	0
denovo1442	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	1	1	0	1	0	2	1	0
denovo1755	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	2	3	0	0	0	0	1	0	0	0	0
denovo1762	0	0	1	2	0	0	1	1	0	1	2	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0
denovo1325	0	0	0	0	0	1	1	0	0	1	0	0	0	1	1	0	3	0	0	0	0	0	0	0	0	0	1	0	2	0
denovo982	1	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo601	1	2	0	0	1	1	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
denovo1645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	0	0	1	0	0	0	0	0	0	0
denovo747	0	2	0	0	0	0	0	0	5	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo2139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	2	4	0	0	0	0	0	0	0	0	0
denovo820	0	1	0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo1619	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	1	1	1	2
denovo784	0	0	0	0	0	2	5	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
denovo795	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	5	0	1	0	0	0	0	0	0
denovo1722	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	2	0	2	0	0	0	1	0	0	2	0	0
denovo1294	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	2	2	0
denovo1177	0	0	0	1	1	0	0	1	0	0	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo2028	2	0	1	0	1	1	2	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo1481	0	1	0	0	1	1	0	0	0	0	0	2	0	2	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0
denovo1098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	4	0	0	0	0	0	0	0	0	0
denovo1062	0	0	1	0	4	1	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
denovo1494	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	0	0	1	1	0	0	0	0	1	0	0	1	1	1	0
denovo1534	0	1	0	3	0	0	1	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0
denovo1320	1	0	0	1	2	0	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	1	0	1	0	0	0	0
denovo2038	0	0	0	0	0	3	0	0	0	0	2	2	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0
denovo1777	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0
denovo1989	3	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	1	0
denovo925	1	0	1	3	2	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo1203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	5	1	0	0	0	0
denovo2079	0	0	0	2	2	0	2	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo1530	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	1	0	0	0	0	0	3	0	0	0
denovo2007	2	0	1	0	0	3	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
denovo1443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	1	0	2	1	2
denovo2034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	6	0	1	0
denovo1188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	2	0	0	2	0	1	1
denovo2115	0	4	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0
denovo1147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	1	0	0	0	0	0
denovo1980	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo824	0	0	1	1	5	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo872	1	0	1	0	0	2	0	0	0	0	1	1	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0
denovo1952	1	0	2	0	0	0	0	0	0	0	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo905	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1	0	1	3	0	1	1	0	0	0	0	0
denovo966	0	0	0	3	1	0	1	1	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo2107	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	5	0
denovo992	0	0	0	0	0	0	2	0	1	0	0	5	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
denovo1506	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo787	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0
denovo1345	0	0	0	0	1	0	0	0	0	0	0	1	0	3	1	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0
denovo1236	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	5	0	0	0	0	0	1	0	0	1	0
denovo1634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	1	0	0	0	1	0	0	0	0	0
denovo1379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	4	0	0	0	0	0
denovo2095	1	1	0	0	1	0	0	0	0	1	0	1	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
denovo2174	0	0	0	1	1	1	0	0	0	2	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo712	0	0	0	0	1	0	2	3	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0
denovo1607	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	1	1	0	0	0
denovo1796	0	0	0	1	1	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1
denovo620	0	0	1	0	0	1	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
denovo1536	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	2	1	0	0	0	0	1	0	0	0
denovo2173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	1	0	0	3	0	1
denovo1312	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	2	0	2	1	0	0	0	0	0	0	0
denovo1848	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0
denovo1493	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	4	0	0	0	2	0	0	0
denovo1171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	2	1	3	0	0	0	0	0	0	0
denovo875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	1	0	0	0	1	0	0	0	0	0
denovo1982	0	0	0	1	0	1	0	0	3	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
denovo1795	0	1	0	0	1	0	1	0	0	0	0	0	1	1	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0
denovo1923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	1	0	0	1	0
denovo1648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	1	1	1	0	0	0	1	0	0
denovo1421	0	1	0	0	0	0	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo1811	0	0	1	1	1	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo1933	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	2	0	0	1	0	0	0	0	0	0	0	0	0	3	0
denovo1727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	1	0	0	2	0	0	2	0
denovo1776	1	2	1	0	0	0	1	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
denovo915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	6	0	0	0	0
denovo1048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	2	0	0	0	0	1	0	0
denovo774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	3	0	0	0	0	0
denovo1466	0	0	1	2	1	0	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo963	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
denovo1719	0	0	0	0	0	0	0	0	0	0	0	3	2	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo1343	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	1	1	1	1
denovo1902	0	0	0	1	3	2	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo1459	0	0	0	1	0	0	4	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo852	1	0	0	0	0	1	0	0	0	0	0	2	1	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0
denovo1990	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	2	1	0	0	2	0	0	0	0	0	0	0	0	0
denovo1249	0	0	2	0	1	0	0	0	0	0	0	0	0	3	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
denovo922	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
denovo1656	1	1	2	0	1	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo2005	0	1	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0
denovo1909	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	1	0	0	0	0
denovo1028	3	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
denovo1390	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	1	0
denovo1596	0	1	0	1	0	1	1	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
denovo1129	0	0	0	0	6	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
denovo1518	0	0	2	1	0	0	0	0	0	0	1	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo1369	0	0	0	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0
denovo1247	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	2	0	0	0	1	0	0	0	0	0
denovo1498	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0
denovo1014	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	1	0	0	1	0	0	0	0	0	3	0
denovo1630	1	0	0	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0
denovo2185	0	0	1	1	0	0	0	0	3	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0
denovo1106	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	1
denovo1172	1	0	0	0	2	0	0	0	0	2	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo1851	2	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0
denovo1595	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	0	2	0
denovo1340	0	0	0	0	0	0	5	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
denovo1195	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	1	1	1
denovo1145	0	0	0	0	1	0	0	0	0	1	0	1	1	1	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
denovo870	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	2	0	0	0	0
denovo1475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	3	0	1	0	0	0	0	0
denovo768	0	0	0	0	0	0	0	0	0	0	1	4	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1
denovo1998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	1	2	1
denovo2043	0	4	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
denovo1921	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	1	1	1
denovo2130	2	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0
denovo1411	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	3
denovo1447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	2	0	0	0	0	0	3
denovo1483	0	1	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0
denovo2033	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	2	0	0	0	0	0	0	1	0	0	0
denovo1452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	1	0	1	2	0
denovo2113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	1	0	0	3	0	0	0	0
denovo1968	0	1	0	0	1	0	0	0	0	0	0	0	2	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo1152	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0
denovo1176	1	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo937	0	0	1	0	1	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo2168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0	1	0	0	0	0	3	0
denovo1465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	2	0	1	0	1
denovo1101	4	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo1525	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	1
denovo1511	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	2	0	0	1	0	0	1	0	0	0	0
denovo1683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	2	1	0	0	0	0	1	0
denovo1820	0	0	0	1	1	2	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
denovo1197	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	4	0	0	0	0	0	1	0	0	0	0	0	0
denovo2092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	0	2	1	0	0	0	0	0
denovo2144	0	0	0	2	2	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
denovo2148	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0
denovo1991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	1	0	0	2	0	0	0	0
denovo1278	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
denovo1951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	0	2	0	0	0	0	1	0	0
denovo943	0	0	0	0	0	0	0	0	0	0	1	2	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0
denovo753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	1	0	0	0	0	0	0	0
denovo2167	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	2	0	0	2	0	0	1	0	0	0	0
denovo2161	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	1	2
denovo1728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	1	1	0	2	0	0	0	0
denovo1457	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1	0	2
denovo2172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	2	1	0	0	1	0
